CODIGO_PROYECTO,TIPO_CUENTA,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL PTD,TOTAL MEC PROY,TOTAL_PDT,MARGEN,TOTAL_PDT_PREP,% AVANCE
P-1723,2. COSTO MATERIALES,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,-44856698.0,-31000000,-75856698.0,0.2746324392814588,-147892783.0,0.512916833811965
P-1723,1. INGRESO,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,86650911.0,75000000,161650911.0,0.2746324392814588,328203511.36310196,0.49253254582386374
P-1724,3. COSTO MANO DE OBRA,,,-506066.0,0,-506066.0,0.716045706567206,0.0,0.0
P-1724,2. COSTO MATERIALES,,,-7710229.0,0,-7710229.0,0.716045706567206,-9891221.0,0.7795022474980592
P-1724,1. INGRESO,,,28935273.0,0,28935273.0,0.716045706567206,28935271.0,1.000000069119795
P-1725,3. COSTO MANO DE OBRA,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,-5242316.0,-2536528,-7778844.0,0.33425153807282565,-20943950.0,0.37141246040025877
P-1725,2. COSTO MATERIALES,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,-10888672.0,-5500000,-16388672.0,0.33425153807282565,-46312307.0,0.3538729348982766
P-1725,1. INGRESO,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,22301272.0,14000000,36301272.0,0.33425153807282565,103000000.0,0.35243953398058253
P-1726,3. COSTO MANO DE OBRA,,,-8656540.0,-6002400,-14658940.0,0.3103261053803209,0.0,0.0
P-1726,2. COSTO MATERIALES,,,-23663836.0,-2000000,-25663836.0,0.3103261053803209,-31369256.0,0.8181206465336635
P-1726,1. INGRESO,,,46466438.0,12000000,58466438.0,0.3103261053803209,76030481.44243327,0.7689868180601758
P-1727,3. COSTO MANO DE OBRA,,,-8169893.0,-3455213,-11625106.0,0.3593623549489393,0.0,0.0
P-1727,2. COSTO MATERIALES,,,-13655419.0,-10000000,-23655419.0,0.3593623549489393,-92338978.0,0.25618021243423333
P-1727,1. INGRESO,,,28570952.0,26500000,55070952.0,0.3593623549489393,166727122.73335516,0.33030589802760746
P-1728,3. COSTO MANO DE OBRA,,,-630869.0,0,-630869.0,0.0,0.0,0.0
P-1728,2. COSTO MATERIALES,,,-1822779.0,0,-1822779.0,0.0,-4358412.0,0.41822090247548876
P-1729,2. COSTO MATERIALES,,,0.0,0,0.0,0.0,-51223238.0,-0.0
P-1557,1. INGRESO,ROSARIO ROSALES,EBCO S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1557,2. COSTO MATERIALES,ROSARIO ROSALES,EBCO S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1557,4. COSTO SUPERVISIÓN,ROSARIO ROSALES,EBCO S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1591,1. INGRESO,EDIFICIO ESTORIL,EBCO S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1591,2. COSTO MATERIALES,EDIFICIO ESTORIL,EBCO S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1591,4. COSTO SUPERVISIÓN,EDIFICIO ESTORIL,EBCO S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1592,1. INGRESO,NUEVA COSTANERA 3300,EBCO S.A.,17821101.0,0,17821101.0,1.0503739920445994,0.0,0.0
P-1592,3. COSTO MANO DE OBRA,NUEVA COSTANERA 3300,EBCO S.A.,0.0,0,0.0,1.0503739920445994,0.0,0.0
P-1592,4. COSTO SUPERVISIÓN,NUEVA COSTANERA 3300,EBCO S.A.,0.0,0,0.0,1.0503739920445994,0.0,0.0
P-1603,1. INGRESO,FARELLONES,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1603,3. COSTO MANO DE OBRA,FARELLONES,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0,0.0,0.0,-4345810.0,-0.0
P-1603,4. COSTO SUPERVISIÓN,FARELLONES,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0,0.0,0.0,-869162.0,-0.0
P-1611,1. INGRESO,EDIFICIO PLAZA EGAÑA,EBCO S.A.,4173520.0,0,4173520.0,1.1444404243899633,0.0,0.0
P-1611,3. COSTO MANO DE OBRA,EDIFICIO PLAZA EGAÑA,EBCO S.A.,0.0,0,0.0,1.1444404243899633,-11033925.0,-0.0
P-1611,4. COSTO SUPERVISIÓN,EDIFICIO PLAZA EGAÑA,EBCO S.A.,0.0,0,0.0,1.1444404243899633,-2206785.0,-0.0
P-1612,1. INGRESO,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0.0,0,0.0,0.0,0.0,0.0
P-1612,3. COSTO MANO DE OBRA,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0.0,0,0.0,0.0,-11192188.0,-0.0
P-1612,4. COSTO SUPERVISIÓN,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0.0,0,0.0,0.0,-2259746.0,-0.0
P-1620,1. INGRESO,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1620,3. COSTO MANO DE OBRA,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0.0,0,0.0,0.0,-2386955.0,-0.0
P-1620,4. COSTO SUPERVISIÓN,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0.0,0,0.0,0.0,-417991.0,-0.0
P-1626,1. INGRESO,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,75533.0,0,75533.0,10.029483801782003,0.0,0.0
P-1626,3. COSTO MANO DE OBRA,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0.0,0,0.0,10.029483801782003,-40286795.0,-0.0
P-1626,4. COSTO SUPERVISIÓN,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0.0,0,0.0,10.029483801782003,-8577318.0,-0.0
P-1632,1. INGRESO,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0.0,0,0.0,0.0,138107706.0252684,0.0
P-1632,3. COSTO MANO DE OBRA,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0.0,0,0.0,0.0,-43457804.0,-0.0
P-1632,4. COSTO SUPERVISIÓN,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0.0,0,0.0,0.0,-7735858.0,-0.0
P-1636,1. INGRESO,SANTO DOMINGO 1410,DANACORP S.A,3766664.0,0,3766664.0,0.7701637310893672,0.0,0.0
P-1636,3. COSTO MANO DE OBRA,SANTO DOMINGO 1410,DANACORP S.A,-410529.0,0,-410529.0,0.7701637310893672,-6643720.0,0.0617920381954688
P-1636,4. COSTO SUPERVISIÓN,SANTO DOMINGO 1410,DANACORP S.A,0.0,0,0.0,0.7701637310893672,-1256920.0,-0.0
P-1639,1. INGRESO,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,24934793.0,0,24934793.0,0.48193466053638384,0.0,0.0
P-1639,3. COSTO MANO DE OBRA,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-1536471.0,0,-1536471.0,0.48193466053638384,-7464408.0,0.20583963256027807
P-1639,4. COSTO SUPERVISIÓN,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,0,0.0,0.48193466053638384,-1950471.0,-0.0
P-1641,1. INGRESO,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0.0,0,0.0,0.0,0.0,0.0
P-1641,3. COSTO MANO DE OBRA,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0.0,0,0.0,0.0,-3473560.0,-0.0
P-1641,4. COSTO SUPERVISIÓN,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0.0,0,0.0,0.0,-657160.0,-0.0
P-1642,1. INGRESO,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,7163026.0,0,7163026.0,0.5684262489065376,0.0,0.0
P-1642,3. COSTO MANO DE OBRA,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0,0.0,0.5684262489065376,-2799066.0,-0.0
P-1642,4. COSTO SUPERVISIÓN,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0,0.0,0.5684262489065376,-724994.0,-0.0
P-1643,1. INGRESO,CHORRILLOS M4,CONSTRUCTORA SUKSA S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1643,3. COSTO MANO DE OBRA,CHORRILLOS M4,CONSTRUCTORA SUKSA S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1643,4. COSTO SUPERVISIÓN,CHORRILLOS M4,CONSTRUCTORA SUKSA S.A.,0.0,0,0.0,0.0,0.0,0.0
P-1644,1. INGRESO,MIRADOR DE SAN CRISTOBAL,EBCO S.A.,16864978.0,0,16864978.0,0.7079814749832464,0.0,0.0
P-1644,3. COSTO MANO DE OBRA,MIRADOR DE SAN CRISTOBAL,EBCO S.A.,-341190.0,0,-341190.0,0.7079814749832464,-17038315.0,0.0200248674824946
P-1644,4. COSTO SUPERVISIÓN,MIRADOR DE SAN CRISTOBAL,EBCO S.A.,0.0,0,0.0,0.7079814749832464,-3683960.0,-0.0
P-1645,3. COSTO MANO DE OBRA,LOS TRES ANTONIOS,SOCIEDAD CONSTRUCTORA ECHAVARRI HERMANOS LIMITADA,-3015429.0,0,-3015429.0,0.3408822941767781,-2547080.0,1.183876831509022
P-1645,4. COSTO SUPERVISIÓN,LOS TRES ANTONIOS,SOCIEDAD CONSTRUCTORA ECHAVARRI HERMANOS LIMITADA,0.0,0,0.0,0.3408822941767781,-660864.0,-0.0
P-1648,1. INGRESO,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,672750.0,0,672750.0,2.1696945373467114,0.0,0.0
P-1648,3. COSTO MANO DE OBRA,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,0.0,0,0.0,2.1696945373467114,-33676709.0,-0.0
P-1648,4. COSTO SUPERVISIÓN,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,0.0,0,0.0,2.1696945373467114,-8171095.0,-0.0
P-1649,1. INGRESO,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,54564902.0,0,54564902.0,0.5594570113953471,0.0,0.0
P-1649,3. COSTO MANO DE OBRA,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,-220289.0,0,-220289.0,0.5594570113953471,-38928950.0,0.005658744970003044
P-1649,4. COSTO SUPERVISIÓN,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,0.0,0,0.0,0.5594570113953471,-11599543.0,-0.0
P-1653,1. INGRESO,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,13787411.0,0,13787411.0,0.5884963464134056,0.0,0.0
P-1653,3. COSTO MANO DE OBRA,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,0,0.0,0.5884963464134056,-3230898.0,-0.0
P-1653,4. COSTO SUPERVISIÓN,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,0,0.0,0.5884963464134056,-773943.0,-0.0
P-1656,1. INGRESO,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,16765455.0,0,16765455.0,0.46822487072375907,36463980.0,0.45978126907704536
P-1656,3. COSTO MANO DE OBRA,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,-929633.0,0,-929633.0,0.46822487072375907,-5187572.0,0.1792038741823728
P-1656,4. COSTO SUPERVISIÓN,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,0.0,0,0.0,0.46822487072375907,-1293524.0,-0.0
P-1658,1. INGRESO,VIVIPRA,VICHERAT Y PRADENAS LTDA.,30794481.0,0,30794481.0,0.6208078648898158,0.0,0.0
P-1658,3. COSTO MANO DE OBRA,VIVIPRA,VICHERAT Y PRADENAS LTDA.,-319859.0,0,-319859.0,0.6208078648898158,-8470198.0,0.0377628716589624
P-1658,4. COSTO SUPERVISIÓN,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0.0,0,0.0,0.6208078648898158,-1908953.0,-0.0
P-1660,1. INGRESO,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,26532592.0,0,26532592.0,0.3145573187873993,39366390.0,0.6739909857114152
P-1660,3. COSTO MANO DE OBRA,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,-6132285.0,0,-6132285.0,0.3145573187873993,-5998123.0,1.0223673305799164
P-1660,4. COSTO SUPERVISIÓN,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0.0,0,0.0,0.3145573187873993,-1495636.0,-0.0
P-1661,1. INGRESO,SAN VICENTE DE PAUL,DANACORP S.A,39824566.0,0,39824566.0,0.6129224609754692,48586986.0,0.8196549997976824
P-1661,3. COSTO MANO DE OBRA,SAN VICENTE DE PAUL,DANACORP S.A,-1144426.0,0,-1144426.0,0.6129224609754692,-8083499.0,0.14157557265733564
P-1661,4. COSTO SUPERVISIÓN,SAN VICENTE DE PAUL,DANACORP S.A,0.0,0,0.0,0.6129224609754692,-2015626.0,-0.0
P-1663,1. INGRESO,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0.0,0,0.0,0.0,65362150.0,0.0
P-1663,3. COSTO MANO DE OBRA,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0.0,0,0.0,0.0,-12474520.0,-0.0
P-1663,4. COSTO SUPERVISIÓN,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0.0,0,0.0,0.0,-2318715.0,-0.0
P-1664,1. INGRESO,MK II PCI,COMERCIAL K SPA.,138414890.0,0,138414890.0,0.6383667609749212,0.0,0.0
P-1664,3. COSTO MANO DE OBRA,MK II PCI,COMERCIAL K SPA.,0.0,0,0.0,0.6383667609749212,-343022.0,-0.0
P-1664,4. COSTO SUPERVISIÓN,MK II PCI,COMERCIAL K SPA.,0.0,0,0.0,0.6383667609749212,-76676.0,-0.0
P-1666,1. INGRESO,CD AXIONLONG,EBCO S.A.,72760796.0,0,72760796.0,0.6268129886869297,0.0,0.0
P-1666,3. COSTO MANO DE OBRA,CD AXIONLONG,EBCO S.A.,-1957926.0,0,-1957926.0,0.6268129886869297,-8652090.0,0.22629514949567098
P-1666,4. COSTO SUPERVISIÓN,CD AXIONLONG,EBCO S.A.,0.0,0,0.0,0.6268129886869297,-1955309.0,-0.0
P-1667,1. INGRESO,ECO PLACILLA,CONSTRUCTORA ICF SPA,84392408.0,0,84392408.0,0.008856519415822333,85409828.0,0.9880877877426472
P-1667,4. COSTO SUPERVISIÓN,ECO PLACILLA,CONSTRUCTORA ICF SPA,0.0,0,0.0,0.008856519415822333,-4127436.0,-0.0
P-1668,1. INGRESO,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,34896288.0,0,34896288.0,0.3709413734778897,37160752.59909741,0.9390630048985497
P-1668,3. COSTO MANO DE OBRA,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,-7927098.0,0,-7927098.0,0.3709413734778897,-6246409.0,1.2690648338909605
P-1668,4. COSTO SUPERVISIÓN,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,0,0.0,0.3709413734778897,-1557545.0,-0.0
P-1669,1. INGRESO,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,19895589.0,0,19895589.0,0.5997798305946107,80678430.0,0.24660357173534486
P-1669,4. COSTO SUPERVISIÓN,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0,0.0,0.5997798305946107,-2037555.0,-0.0
P-1670,3. COSTO MANO DE OBRA,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,-431689.0,0,-431689.0,0.6514248708367071,-15678882.0,0.02753314936613465
P-1670,4. COSTO SUPERVISIÓN,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0.0,0,0.0,0.6514248708367071,-3716166.0,-0.0
P-1672,3. COSTO MANO DE OBRA,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,-46046794.0,0,-46046794.0,0.31450083778942584,-37544381.0,1.2264629958874538
P-1672,4. COSTO SUPERVISIÓN,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0.0,0,0.0,0.31450083778942584,-8009468.0,-0.0
P-1673,1. INGRESO,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,26810752.0,0,26810752.0,0.5648658045846682,0.0,0.0
P-1673,3. COSTO MANO DE OBRA,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0.0,0,0.0,0.5648658045846682,-4410983.0,-0.0
P-1673,4. COSTO SUPERVISIÓN,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0.0,0,0.0,0.5648658045846682,-779013.0,-0.0
P-1674,1. INGRESO,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,23646019.0,0,23646019.0,0.6281379965058812,28602126.0,0.8267224261581114
P-1674,3. COSTO MANO DE OBRA,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,-191930.0,0,-191930.0,0.6281379965058812,-3393978.0,0.056550160313355004
P-1674,4. COSTO SUPERVISIÓN,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0.0,0,0.0,0.6281379965058812,-736437.0,-0.0
P-1675,3. COSTO MANO DE OBRA,PALENA II,CONSTRUCTORA MYA SPA.,-4557877.0,0,-4557877.0,0.2687229447010022,-2481400.0,1.8368167163697913
P-1675,4. COSTO SUPERVISIÓN,PALENA II,CONSTRUCTORA MYA SPA.,0.0,0,0.0,0.2687229447010022,-466503.0,-0.0
P-1676,1. INGRESO,LO CAMPINO,EBCO S.A.,149103751.0,0,149103751.0,0.5900790986807569,153113097.13800135,0.9738144795386922
P-1676,4. COSTO SUPERVISIÓN,LO CAMPINO,EBCO S.A.,0.0,0,0.0,0.5900790986807569,-8951416.0,-0.0
P-1677,4. COSTO SUPERVISIÓN,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,0,0.0,0.3530039045446605,-4657579.0,-0.0
P-1679,1. INGRESO,JUAN SABAJ,CONSTRUCTORA GREVIA,0.0,0,0.0,0.0,169118040.0,0.0
P-1679,4. COSTO SUPERVISIÓN,JUAN SABAJ,CONSTRUCTORA GREVIA,0.0,0,0.0,0.0,-6052803.0,-0.0
P-1680,4. COSTO SUPERVISIÓN,NUEVA UNO,CONSTRUCTORA TECSA S.A.,0.0,0,0.0,0.24398855863984178,-13142983.0,-0.0
P-1681,2. COSTO MATERIALES, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,-2962572.0,0,-2962572.0,0.7126792401709026,-4132408.0,0.7169117860579111
P-1681,3. COSTO MANO DE OBRA, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,-337550.0,0,-337550.0,0.7126792401709026,-2136024.0,0.15802725063014272
P-1681,4. COSTO SUPERVISIÓN, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0.0,0,0.0,0.7126792401709026,-532619.0,-0.0
P-1682,4. COSTO SUPERVISIÓN,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0,0.0,0.3708025521456961,0.0,0.0
P-1683,1. INGRESO,CD BP-A05,EBCO S.A.,53738729.0,0,53738729.0,0.5528991763091382,57098333.67931753,0.9411610731376832
P-1683,3. COSTO MANO DE OBRA,CD BP-A05,EBCO S.A.,-287910.0,0,-287910.0,0.5528991763091382,-8303894.0,0.03467168535629188
P-1683,4. COSTO SUPERVISIÓN,CD BP-A05,EBCO S.A.,0.0,0,0.0,0.5528991763091382,-1865714.0,-0.0
P-1684,4. COSTO SUPERVISIÓN,EDIFICIO GOYCOLEA,EBCO S.A.,0.0,0,0.0,0.3753135941319531,-5137694.0,-0.0
P-1685,1. INGRESO,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,48965677.0,0,48965677.0,0.0416261578493033,153894009.9611333,0.3181779265636559
P-1685,3. COSTO MANO DE OBRA,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,-30464419.0,0,-30464419.0,0.0416261578493033,-15860365.0,1.9207892756566447
P-1685,4. COSTO SUPERVISIÓN,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0.0,0,0.0,0.0416261578493033,-2921087.0,-0.0
P-1686,4. COSTO SUPERVISIÓN,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,0.0,0,0.0,0.24216051156340015,-4212051.0,-0.0
P-1687,4. COSTO SUPERVISIÓN,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,0,0.0,0.3143502747288592,-1083403.0,-0.0
P-1688,4. COSTO SUPERVISIÓN,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,0,0.0,0.1962017252629,-1849560.0,-0.0
P-1689,1. INGRESO,CASINO BUENAVENTURA,EBCO S.A.,22795459.0,0,22795459.0,0.5141509543633229,20986779.504522532,1.0861818505830163
P-1689,3. COSTO MANO DE OBRA,CASINO BUENAVENTURA,EBCO S.A.,-2217581.0,0,-2217581.0,0.5141509543633229,-2190200.0,1.0125015980275773
P-1689,4. COSTO SUPERVISIÓN,CASINO BUENAVENTURA,EBCO S.A.,0.0,0,0.0,0.5141509543633229,-491478.0,-0.0
P-1690,4. COSTO SUPERVISIÓN,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,0.0,0,0.0,0.1783970687521697,0.0,0.0
P-1691,4. COSTO SUPERVISIÓN,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,0.0,0,0.0,0.1644129011874976,-2099697.0,-0.0
P-1692,4. COSTO SUPERVISIÓN,JOSÉ PEREZ COTAPOS,EBCO S.A.,0.0,0,0.0,-0.025556316311770303,-5768030.0,-0.0
P-1693,1. INGRESO,VOLTA V0800,ECOBIO SPA,138699361.0,0,138699361.0,0.1536209456653517,141116486.0,0.9828714201400962
P-1693,4. COSTO SUPERVISIÓN,VOLTA V0800,ECOBIO SPA,0.0,0,0.0,0.1536209456653517,-2506554.0,-0.0
P-1694,4. COSTO SUPERVISIÓN,ECO HUEMUL,CONSTRUCTORA ICF SPA,0.0,0,0.0,0.24307091869366615,0.0,0.0
P-1695,4. COSTO SUPERVISIÓN,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,0.0,0,0.0,0.04308941634355946,-4879045.0,-0.0
P-1696,4. COSTO SUPERVISIÓN,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,0.0,0,0.0,0.12241204319693143,0.0,0.0
P-1697,4. COSTO SUPERVISIÓN,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,0.0,0,0.0,0.42798351228330794,0.0,0.0
P-1698,3. COSTO MANO DE OBRA,CD ANDES,EBCO S.A.,-19007691.0,0,-19007691.0,0.36113614709542224,-6815995.0,2.788689105552454
P-1698,4. COSTO SUPERVISIÓN,CD ANDES,EBCO S.A.,0.0,0,0.0,0.36113614709542224,-1552353.0,-0.0
P-1699,4. COSTO SUPERVISIÓN,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0,0.0,0.46233788036648604,0.0,0.0
P-1700,4. COSTO SUPERVISIÓN,CD ORIZON,EBCO S.A.,0.0,0,0.0,0.24257186530539177,-35002.0,-0.0
P-1701,4. COSTO SUPERVISIÓN,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,0.0,0,0.0,0.2610171005095846,-3113372.0,-0.0
P-1703,4. COSTO SUPERVISIÓN,SANTA VICTORIA DANACORP,DANACORP S.A,0.0,0,0.0,0.29442073074151237,-2728704.0,-0.0
P-1704,4. COSTO SUPERVISIÓN,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,0.0,0,0.0,0.48811742844595596,-31281353.0,-0.0
P-1705,4. COSTO SUPERVISIÓN,LOS CLARINES,CONSTRUCTORA INARCO S.A.,0.0,0,0.0,0.0567052902095741,-3523114.0,-0.0
P-1706,4. COSTO SUPERVISIÓN,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,0,0.0,0.4068843255689037,-4824811.0,-0.0
P-1707,4. COSTO SUPERVISIÓN,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,0.0,0,0.0,0.20468413165071805,-3909676.0,-0.0
P-1708,4. COSTO SUPERVISIÓN,ECO ESPAÑA,CONSTRUCTORA ICF SPA,0.0,0,0.0,-14.842750088604786,-10663380.0,-0.0
P-1709,4. COSTO SUPERVISIÓN,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,0.0,0,0.0,0.4289333767675705,-1433251.0,-0.0
P-1712,4. COSTO SUPERVISIÓN,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0.0,0,0.0,0.48895572350141747,-5621958.0,-0.0
P-1713,4. COSTO SUPERVISIÓN,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0.0,0,0.0,0.3079277174427886,-4142148.0,-0.0
P-1714,4. COSTO SUPERVISIÓN,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0.0,0,0.0,0.015187317844507746,-1549618.0,-0.0
P-1715,4. COSTO SUPERVISIÓN,CD LO ECHEVERS,QUEZADA Y BOETSCH,0.0,0,0.0,0.21556553259411265,-7424606.0,-0.0
P-1716,4. COSTO SUPERVISIÓN,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0.0,0,0.0,0.5315074387191264,0.0,0.0
P-1717,1. INGRESO,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,1000000,1000000.0,0.8,170727176.424,0.005857298298640549
P-1717,3. COSTO MANO DE OBRA,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0,0.0,0.8,0.0,0.0
P-1717,4. COSTO SUPERVISIÓN,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0,0.0,0.8,0.0,0.0
P-1718,4. COSTO SUPERVISIÓN,PATIO COMIDAS,EBCO S.A.,0.0,0,0.0,0.5218549813355358,0.0,0.0
P-1719,2. COSTO MATERIALES,CD METALPAR,EBCO S.A.,0.0,0,0.0,1.0,0.0,0.0
P-1719,3. COSTO MANO DE OBRA,CD METALPAR,EBCO S.A.,0.0,0,0.0,1.0,0.0,0.0
P-1719,4. COSTO SUPERVISIÓN,CD METALPAR,EBCO S.A.,0.0,0,0.0,1.0,0.0,0.0
